
Intensity Mean Ch=7 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
471.426,,Surface,7,Image 1,1,0,
5939.86,,Surface,7,Image 1,1,1,
5952.89,,Surface,7,Image 1,1,2,
8661.46,,Surface,7,Image 1,1,3,
403.09,,Surface,7,Image 1,1,4,
949.475,,Surface,7,Image 1,1,5,
465.306,,Surface,7,Image 1,1,6,
11737.5,,Surface,7,Image 1,1,7,
600.46,,Surface,7,Image 1,1,8,
10365.6,,Surface,7,Image 1,1,9,
4500.7,,Surface,7,Image 1,1,10,
4689.19,,Surface,7,Image 1,1,11,
6144.3,,Surface,7,Image 1,1,12,
1000.01,,Surface,7,Image 1,1,13,
1735.32,,Surface,7,Image 1,1,14,
5801.27,,Surface,7,Image 1,1,15,
726.106,,Surface,7,Image 1,1,16,
10526.8,,Surface,7,Image 1,1,17,
7448.61,,Surface,7,Image 1,1,18,
4947.37,,Surface,7,Image 1,1,19,
8161.95,,Surface,7,Image 1,1,20,
2528.14,,Surface,7,Image 1,1,21,
5758.07,,Surface,7,Image 1,1,22,
10311,,Surface,7,Image 1,1,23,
6701.09,,Surface,7,Image 1,1,24,
6604.52,,Surface,7,Image 1,1,25,
3206.57,,Surface,7,Image 1,1,26,
4779.71,,Surface,7,Image 1,1,27,
5423.67,,Surface,7,Image 1,1,28,
