ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,23059.8528,35454,817564021,817564021
ROI_0_IntensityCD31,12607.1048,35454,446972293,446972293
ROI_0_IntensityAbeta,29.8776,35454,1059282,1059282
ROI_0_aSMA_IntensityaSMA,33149.6259,23245,770563055,770563055
ROI_0_aSMA_IntensityCD31,12986.0734,23245,301861277,301861277
ROI_0_aSMA_IntensityAbeta,22.4852,23245,522669,522669
ROI_0_CD31_IntensityaSMA,22952.1751,24350,558885464,558885464
ROI_0_CD31_IntensityCD31,18122.4601,24350,441281904,441281904
ROI_0_CD31_IntensityAbeta,25.863,24350,629764,629764
ROI_0_Abeta_IntensityaSMA,1970.4615,13,25616,25616
ROI_0_Abeta_IntensityCD31,651.7692,13,8473,8473
ROI_0_Abeta_IntensityAbeta,9015,13,117195,117195
